Worker ID,Skill Category,Skill Level,Years of Experience,Current Task Assigned,Shift Availability,Performance Rating,Certifications,Task Skills Required,Task Priority,Workload for Shift
963,Quality Inspection,Medium,7,Final Testing,Morning,3.9,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
964,Robotics,Low,8,Module Assembly,Flexible,4.0,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
965,Packaging,Low,5,Cell Assembly,Flexible,3.9,None,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
966,Quality Inspection,High,8,Module Assembly,Morning,3.6,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
967,Mechanical Assembly,Medium,1,Final Testing,Evening,3.2,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
968,Automation,Medium,6,Pack Assembly,Morning,4.2,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
969,Packaging,Medium,2,Cell Assembly,Flexible,3.5,None,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
970,Quality Inspection,High,5,Module Assembly,Flexible,4.3,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
971,BMS Integration,High,6,Final Testing,Evening,3.4,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
972,Electrical Wiring,High,3,Module Assembly,Night,4.2,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
973,Packaging,Medium,7,Final Testing,Morning,4.8,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
974,Quality Inspection,Low,2,Final Testing,Evening,3.5,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
975,Mechanical Assembly,High,1,Final Testing,Evening,3.8,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
976,Quality Inspection,Medium,2,Module Assembly,Night,3.8,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
977,BMS Integration,Medium,3,Pack Assembly,Night,3.2,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
978,Electrical Wiring,Medium,2,Pack Assembly,Flexible,3.3,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
979,Soldering,Medium,4,Cell Assembly,Night,4.0,Mechanical Technician,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
980,Mechanical Assembly,Low,8,Cell Assembly,Night,3.3,Mechanical Technician,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
981,Welding,Medium,7,Module Assembly,Morning,4.7,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
982,BMS Integration,Medium,7,Module Assembly,Flexible,4.2,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
983,Robotics,High,1,Final Testing,Flexible,3.8,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
984,BMS Integration,High,1,Module Assembly,Flexible,4.0,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
985,Packaging,Low,5,Pack Assembly,Night,3.3,Mechanical Technician,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
986,Electrical Wiring,High,8,Cell Assembly,Flexible,3.2,Mechanical Technician,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
987,Soldering,High,1,Cell Assembly,Evening,3.1,None,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
988,Welding,Medium,7,Module Assembly,Night,3.1,Mechanical Technician,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
989,Mechanical Assembly,Low,4,Pack Assembly,Night,4.1,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
990,Quality Inspection,Medium,8,Pack Assembly,Morning,4.4,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
991,Electrical Wiring,High,2,Cell Assembly,Morning,4.4,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
992,Automation,Low,6,Pack Assembly,Morning,4.3,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
993,Quality Inspection,Low,3,Pack Assembly,Morning,3.5,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
994,Quality Inspection,High,8,Pack Assembly,Evening,4.4,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
995,Mechanical Assembly,Medium,2,Cell Assembly,Evening,3.6,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
996,Packaging,High,1,Pack Assembly,Morning,4.3,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
997,Soldering,Medium,7,Cell Assembly,Evening,4.0,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
998,Robotics,Low,7,Cell Assembly,Night,3.5,None,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
999,Electrical Wiring,Low,4,Module Assembly,Morning,3.8,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
1000,Packaging,Medium,5,Final Testing,Flexible,3.4,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
